reading_id,rfid_tag,device_id,data_type,data_value,timestamp,gps_lat,gps_lng,temperature_c
RDG-RFD-0030,RFID-012,RFD134,RFID,VERIFIED,2026-05-04 21:00:00,,,
RDG-RFD-0043,RFID-016,RFD934,RFID,VERIFIED,2026-05-04 21:00:00,,,
RDG-GPS-0123,RFID-025,GPS363,GPS,"14.526716,120.998156",2026-05-04 21:00:00,14.526716,120.998156,
RDG-TMP-0010,RFID-003,TMP241,Temperature,3.3,2026-05-04 21:00:00,,,3.3
RDG-GPS-0114,RFID-023,GPS136,GPS,"17.135915,121.655715",2026-05-04 22:00:00,17.135915,121.655715,
RDG-GPS-0038,RFID-008,GPS501,GPS,"14.497266,121.062728",2026-05-04 22:00:00,14.497266,121.062728,
RDG-TMP-0074,RFID-023,TMP145,Temperature,10.0,2026-05-04 22:00:00,,,10.0
RDG-RFD-0068,RFID-023,RFD115,RFID,VERIFIED,2026-05-04 22:00:00,,,
RDG-RFD-0073,RFID-025,RFD981,RFID,VERIFIED,2026-05-04 22:00:00,,,
RDG-TMP-0048,RFID-016,TMP469,Temperature,-28.9,2026-05-04 23:00:00,,,-28.9
RDG-GPS-0057,RFID-012,GPS433,GPS,"14.504591,121.057268",2026-05-04 23:00:00,14.504591,121.057268,
RDG-GPS-0049,RFID-010,GPS696,GPS,"14.461769,121.05527",2026-05-04 23:00:00,14.461769,121.05527,
RDG-RFD-0022,RFID-008,RFD886,RFID,VERIFIED,2026-05-04 23:00:00,,,
RDG-GPS-0124,RFID-025,GPS609,GPS,"14.451242,120.944332",2026-05-04 23:00:00,14.451242,120.944332,
RDG-RFD-0009,RFID-003,RFD423,RFID,VERIFIED,2026-05-04 23:00:00,,,
RDG-TMP-0069,RFID-022,TMP349,Temperature,3.0,2026-05-04 23:00:00,,,3.0
RDG-TMP-0079,RFID-025,TMP698,Temperature,3.2,2026-05-04 23:00:00,,,3.2
RDG-RFD-0064,RFID-022,RFD915,RFID,VERIFIED,2026-05-04 23:00:00,,,
RDG-RFD-0026,RFID-010,RFD882,RFID,VERIFIED,2026-05-04 23:00:00,,,
RDG-GPS-0078,RFID-016,GPS416,GPS,"14.453136,121.009184",2026-05-04 23:00:00,14.453136,121.009184,
RDG-RFD-0044,RFID-016,RFD378,RFID,VERIFIED,2026-05-04 23:00:00,,,
RDG-TMP-0037,RFID-012,TMP934,Temperature,5.0,2026-05-04 23:00:00,,,5.0
RDG-GPS-0109,RFID-022,GPS325,GPS,"14.605181,121.007187",2026-05-04 23:00:00,14.605181,121.007187,
RDG-RFD-0062,RFID-021,RFD977,RFID,VERIFIED,2026-05-05 00:00:00,,,
RDG-GPS-0115,RFID-023,GPS765,GPS,"17.962386,121.82628",2026-05-05 00:00:00,17.962386,121.82628,
RDG-TMP-0075,RFID-023,TMP647,Temperature,2.3,2026-05-05 00:00:00,,,2.3
RDG-GPS-0039,RFID-008,GPS586,GPS,"14.542181,121.040195",2026-05-05 00:00:00,14.542181,121.040195,
RDG-GPS-0125,RFID-025,GPS912,GPS,"14.463157,120.858405",2026-05-05 01:00:00,14.463157,120.858405,
RDG-RFD-0056,RFID-019,RFD338,RFID,FLAGGED,2026-05-05 01:00:00,,,
RDG-TMP-0080,RFID-025,TMP275,Temperature,2.8,2026-05-05 01:00:00,,,2.8
RDG-GPS-0110,RFID-022,GPS107,GPS,"14.631555,121.015879",2026-05-05 01:00:00,14.631555,121.015879,
RDG-TMP-0070,RFID-022,TMP108,Temperature,2.5,2026-05-05 01:00:00,,,2.5
RDG-GPS-0131,RFID-027,GPS331,GPS,"14.455864,120.954294",2026-05-05 01:00:00,14.455864,120.954294,
RDG-RFD-0077,RFID-027,RFD245,RFID,FLAGGED,2026-05-05 01:00:00,,,
RDG-GPS-0050,RFID-010,GPS284,GPS,"14.511527,121.024212",2026-05-05 01:00:00,14.511527,121.024212,
RDG-GPS-0058,RFID-012,GPS425,GPS,"14.509776,121.069382",2026-05-05 01:00:00,14.509776,121.069382,
RDG-GPS-0066,RFID-014,GPS614,GPS,"14.635531,120.967484",2026-05-05 01:00:00,14.635531,120.967484,
RDG-GPS-0079,RFID-016,GPS366,GPS,"14.427764,120.997492",2026-05-05 01:00:00,14.427764,120.997492,
RDG-TMP-0038,RFID-012,TMP206,Temperature,6.1,2026-05-05 01:00:00,,,6.1
RDG-TMP-0049,RFID-016,TMP760,Temperature,-26.9,2026-05-05 01:00:00,,,-26.9
RDG-RFD-0065,RFID-022,RFD779,RFID,VERIFIED,2026-05-05 02:00:00,,,
RDG-RFD-0036,RFID-014,RFD865,RFID,VERIFIED,2026-05-05 02:00:00,,,
RDG-GPS-0040,RFID-008,GPS838,GPS,"14.488959,121.078629",2026-05-05 02:00:00,14.488959,121.078629,
RDG-GPS-0059,RFID-012,GPS179,GPS,"14.521484,121.041907",2026-05-05 03:00:00,14.521484,121.041907,
RDG-GPS-0080,RFID-016,GPS639,GPS,"14.447086,121.022225",2026-05-05 03:00:00,14.447086,121.022225,
RDG-GPS-0016,RFID-004,GPS501,GPS,"14.415538,120.919047",2026-05-05 03:00:00,14.415538,120.919047,
RDG-GPS-0067,RFID-014,GPS247,GPS,"14.567249,121.030861",2026-05-05 03:00:00,14.567249,121.030861,
RDG-GPS-0132,RFID-027,GPS938,GPS,"14.503452,121.018218",2026-05-05 03:00:00,14.503452,121.018218,
RDG-RFD-0031,RFID-012,RFD741,RFID,VERIFIED,2026-05-05 03:00:00,,,
RDG-TMP-0039,RFID-012,TMP819,Temperature,5.7,2026-05-05 03:00:00,,,5.7
RDG-TMP-0011,RFID-004,TMP896,Temperature,-28.6,2026-05-05 03:00:00,,,-28.6
RDG-TMP-0050,RFID-016,TMP629,Temperature,-28.9,2026-05-05 03:00:00,,,-28.9
RDG-RFD-0010,RFID-004,RFD493,RFID,VERIFIED,2026-05-05 04:00:00,,,
RDG-RFD-0045,RFID-016,RFD250,RFID,FLAGGED,2026-05-05 04:00:00,,,
RDG-GPS-0017,RFID-004,GPS379,GPS,"14.562921,120.967342",2026-05-05 05:00:00,14.562921,120.967342,
RDG-RFD-0037,RFID-014,RFD578,RFID,VERIFIED,2026-05-05 05:00:00,,,
RDG-GPS-0060,RFID-012,GPS527,GPS,"14.632728,121.040424",2026-05-05 05:00:00,14.632728,121.040424,
RDG-GPS-0068,RFID-014,GPS679,GPS,"14.439762,121.017614",2026-05-05 05:00:00,14.439762,121.017614,
RDG-GPS-0133,RFID-027,GPS125,GPS,"14.555162,120.983774",2026-05-05 05:00:00,14.555162,120.983774,
RDG-TMP-0012,RFID-004,TMP866,Temperature,-29.1,2026-05-05 05:00:00,,,-29.1
RDG-TMP-0040,RFID-012,TMP185,Temperature,2.6,2026-05-05 05:00:00,,,2.6
RDG-RFD-0066,RFID-022,RFD214,RFID,VERIFIED,2026-05-05 06:00:00,,,
RDG-GPS-0134,RFID-027,GPS646,GPS,"14.590212,121.01302",2026-05-05 07:00:00,14.590212,121.01302,
RDG-GPS-0069,RFID-014,GPS658,GPS,"14.412551,121.02178",2026-05-05 07:00:00,14.412551,121.02178,
RDG-GPS-0018,RFID-004,GPS798,GPS,"14.596504,120.943155",2026-05-05 07:00:00,14.596504,120.943155,
RDG-RFD-0078,RFID-027,RFD666,RFID,VERIFIED,2026-05-05 07:00:00,,,
RDG-RFD-0032,RFID-012,RFD369,RFID,FLAGGED,2026-05-05 07:00:00,,,
RDG-TMP-0013,RFID-004,TMP453,Temperature,-29.1,2026-05-05 07:00:00,,,-29.1
RDG-RFD-0011,RFID-004,RFD304,RFID,VERIFIED,2026-05-05 08:00:00,,,
RDG-GPS-0135,RFID-027,GPS609,GPS,"14.61177,121.037556",2026-05-05 09:00:00,14.61177,121.037556,
RDG-TMP-0014,RFID-004,TMP106,Temperature,-29.9,2026-05-05 09:00:00,,,-29.9
RDG-GPS-0019,RFID-004,GPS117,GPS,"14.625317,120.962525",2026-05-05 09:00:00,14.625317,120.962525,
RDG-GPS-0070,RFID-014,GPS785,GPS,"14.287189,120.967708",2026-05-05 09:00:00,14.287189,120.967708,
RDG-GPS-0020,RFID-004,GPS849,GPS,"14.667568,120.938452",2026-05-05 11:00:00,14.667568,120.938452,
RDG-RFD-0038,RFID-014,RFD917,RFID,FLAGGED,2026-05-05 11:00:00,,,
RDG-TMP-0015,RFID-004,TMP706,Temperature,-29.4,2026-05-05 11:00:00,,,-29.4
RDG-RFD-0012,RFID-004,RFD765,RFID,VERIFIED,2026-05-05 13:00:00,,,
