reading_id,rfid_tag,device_id,data_type,data_value,timestamp,gps_lat,gps_lng,temperature_c
RDG-GPS-0214,RFID-027,GPS344,GPS,"14.668817,121.100363",2026-05-04 08:00:00,14.668817,121.100363,
RDG-RFD-0017,RFID-005,RFD903,RFID,VERIFIED,2026-05-04 08:00:00,,,
RDG-RFD-0139,RFID-031,RFD502,RFID,FLAGGED,2026-05-04 09:00:00,,,
RDG-RFD-0155,RFID-034,RFD727,RFID,VERIFIED,2026-05-04 09:00:00,,,
RDG-GPS-0305,RFID-039,GPS144,GPS,"14.509784,121.082642",2026-05-04 09:00:00,14.509784,121.082642,
RDG-TMP-0169,RFID-039,TMP453,Temperature,-29.0,2026-05-04 09:00:00,,,-29.0
RDG-RFD-0042,RFID-010,RFD116,RFID,VERIFIED,2026-05-04 09:00:00,,,
RDG-RFD-0043,RFID-011,RFD101,RFID,VERIFIED,2026-05-04 09:00:00,,,
RDG-RFD-0102,RFID-024,RFD834,RFID,VERIFIED,2026-05-04 10:00:00,,,
RDG-TMP-0029,RFID-005,TMP820,Temperature,15.8,2026-05-04 10:00:00,,,15.8
RDG-TMP-0050,RFID-011,TMP949,Temperature,-17.9,2026-05-04 10:00:00,,,-17.9
RDG-GPS-0215,RFID-027,GPS894,GPS,"14.648808,121.039499",2026-05-04 10:00:00,14.648808,121.039499,
RDG-GPS-0082,RFID-011,GPS977,GPS,"14.604508,121.003138",2026-05-04 10:00:00,14.604508,121.003138,
RDG-GPS-0037,RFID-005,GPS720,GPS,"14.660697,120.961411",2026-05-04 10:00:00,14.660697,120.961411,
RDG-RFD-0113,RFID-026,RFD356,RFID,VERIFIED,2026-05-04 10:00:00,,,
RDG-GPS-0189,RFID-024,GPS218,GPS,"14.538092,120.981783",2026-05-04 10:00:00,14.538092,120.981783,
RDG-RFD-0175,RFID-039,RFD330,RFID,VERIFIED,2026-05-04 11:00:00,,,
RDG-GPS-0017,RFID-003,GPS466,GPS,"18.04722,121.753989",2026-05-04 11:00:00,18.04722,121.753989,
RDG-GPS-0306,RFID-039,GPS774,GPS,"14.539953,121.072289",2026-05-04 11:00:00,14.539953,121.072289,
RDG-RFD-0197,RFID-043,RFD280,RFID,VERIFIED,2026-05-04 11:00:00,,,
RDG-TMP-0170,RFID-039,TMP402,Temperature,-29.0,2026-05-04 11:00:00,,,-29.0
RDG-TMP-0051,RFID-011,TMP789,Temperature,-15.2,2026-05-04 12:00:00,,,-15.2
RDG-GPS-0190,RFID-024,GPS626,GPS,"14.621176,121.003546",2026-05-04 12:00:00,14.621176,121.003546,
RDG-RFD-0118,RFID-027,RFD677,RFID,VERIFIED,2026-05-04 12:00:00,,,
RDG-TMP-0030,RFID-005,TMP145,Temperature,12.5,2026-05-04 12:00:00,,,12.5
RDG-GPS-0038,RFID-005,GPS690,GPS,"14.673652,120.942593",2026-05-04 12:00:00,14.673652,120.942593,
RDG-RFD-0008,RFID-003,RFD258,RFID,VERIFIED,2026-05-04 12:00:00,,,
RDG-GPS-0083,RFID-011,GPS588,GPS,"14.630466,120.99454",2026-05-04 12:00:00,14.630466,120.99454,
RDG-GPS-0216,RFID-027,GPS584,GPS,"14.642478,121.061818",2026-05-04 12:00:00,14.642478,121.061818,
RDG-TMP-0201,RFID-045,TMP422,Temperature,-19.4,2026-05-04 13:00:00,,,-19.4
RDG-GPS-0353,RFID-045,GPS316,GPS,"14.511269,121.056642",2026-05-04 13:00:00,14.511269,121.056642,
RDG-RFD-0114,RFID-026,RFD664,RFID,VERIFIED,2026-05-04 13:00:00,,,
RDG-GPS-0307,RFID-039,GPS131,GPS,"14.527202,121.020533",2026-05-04 13:00:00,14.527202,121.020533,
RDG-GPS-0393,RFID-050,GPS635,GPS,"14.567676,120.997842",2026-05-04 13:00:00,14.567676,120.997842,
RDG-RFD-0018,RFID-005,RFD298,RFID,VERIFIED,2026-05-04 13:00:00,,,
RDG-GPS-0018,RFID-003,GPS205,GPS,"17.482436,121.664953",2026-05-04 13:00:00,17.482436,121.664953,
RDG-TMP-0171,RFID-039,TMP218,Temperature,-28.1,2026-05-04 13:00:00,,,-28.1
RDG-RFD-0044,RFID-011,RFD526,RFID,FLAGGED,2026-05-04 14:00:00,,,
RDG-RFD-0223,RFID-050,RFD710,RFID,VERIFIED,2026-05-04 14:00:00,,,
RDG-GPS-0039,RFID-005,GPS546,GPS,"14.581622,120.936453",2026-05-04 14:00:00,14.581622,120.936453,
RDG-GPS-0191,RFID-024,GPS990,GPS,"14.601521,120.969829",2026-05-04 14:00:00,14.601521,120.969829,
RDG-GPS-0084,RFID-011,GPS871,GPS,"14.53929,120.975533",2026-05-04 14:00:00,14.53929,120.975533,
RDG-TMP-0031,RFID-005,TMP322,Temperature,12.5,2026-05-04 14:00:00,,,12.5
RDG-RFD-0119,RFID-027,RFD129,RFID,VERIFIED,2026-05-04 14:00:00,,,
RDG-TMP-0052,RFID-011,TMP174,Temperature,-19.8,2026-05-04 14:00:00,,,-19.8
RDG-GPS-0308,RFID-039,GPS511,GPS,"14.488968,121.015941",2026-05-04 15:00:00,14.488968,121.015941,
RDG-GPS-0169,RFID-022,GPS217,GPS,"14.626191,120.946982",2026-05-04 15:00:00,14.626191,120.946982,
RDG-RFD-0201,RFID-045,RFD756,RFID,VERIFIED,2026-05-04 15:00:00,,,
RDG-GPS-0019,RFID-003,GPS995,GPS,"17.008225,121.585988",2026-05-04 15:00:00,17.008225,121.585988,
RDG-RFD-0009,RFID-003,RFD907,RFID,VERIFIED,2026-05-04 15:00:00,,,
RDG-GPS-0394,RFID-050,GPS389,GPS,"14.595752,120.985447",2026-05-04 15:00:00,14.595752,120.985447,
RDG-TMP-0172,RFID-039,TMP456,Temperature,-28.5,2026-05-04 15:00:00,,,-28.5
RDG-GPS-0121,RFID-016,GPS893,GPS,"14.409991,121.078362",2026-05-04 15:00:00,14.409991,121.078362,
RDG-RFD-0176,RFID-039,RFD821,RFID,VERIFIED,2026-05-04 15:00:00,,,
RDG-GPS-0354,RFID-045,GPS396,GPS,"14.584992,121.101573",2026-05-04 15:00:00,14.584992,121.101573,
RDG-TMP-0202,RFID-045,TMP986,Temperature,-17.5,2026-05-04 15:00:00,,,-17.5
RDG-TMP-0053,RFID-011,TMP841,Temperature,-13.7,2026-05-04 16:00:00,,,-13.7
RDG-RFD-0065,RFID-016,RFD609,RFID,VERIFIED,2026-05-04 16:00:00,,,
RDG-GPS-0040,RFID-005,GPS651,GPS,"14.550169,121.025558",2026-05-04 16:00:00,14.550169,121.025558,
RDG-RFD-0019,RFID-005,RFD684,RFID,VERIFIED,2026-05-04 16:00:00,,,
RDG-GPS-0192,RFID-024,GPS292,GPS,"14.568159,121.017625",2026-05-04 16:00:00,14.568159,121.017625,
RDG-GPS-0085,RFID-011,GPS955,GPS,"14.573999,121.032907",2026-05-04 16:00:00,14.573999,121.032907,
RDG-TMP-0032,RFID-005,TMP243,Temperature,13.6,2026-05-04 16:00:00,,,13.6
RDG-RFD-0103,RFID-024,RFD887,RFID,VERIFIED,2026-05-04 17:00:00,,,
RDG-RFD-0045,RFID-011,RFD187,RFID,VERIFIED,2026-05-04 17:00:00,,,
RDG-GPS-0355,RFID-045,GPS864,GPS,"14.538827,121.024587",2026-05-04 17:00:00,14.538827,121.024587,
RDG-GPS-0395,RFID-050,GPS795,GPS,"14.584385,121.021661",2026-05-04 17:00:00,14.584385,121.021661,
RDG-TMP-0173,RFID-039,TMP311,Temperature,-29.1,2026-05-04 17:00:00,,,-29.1
RDG-GPS-0020,RFID-003,GPS258,GPS,"16.524923,121.482066",2026-05-04 17:00:00,16.524923,121.482066,
RDG-GPS-0122,RFID-016,GPS848,GPS,"14.411378,121.023543",2026-05-04 17:00:00,14.411378,121.023543,
RDG-TMP-0203,RFID-045,TMP239,Temperature,-20.0,2026-05-04 17:00:00,,,-20.0
RDG-GPS-0170,RFID-022,GPS372,GPS,"14.573399,121.002363",2026-05-04 17:00:00,14.573399,121.002363,
RDG-GPS-0309,RFID-039,GPS829,GPS,"14.533342,120.972153",2026-05-04 17:00:00,14.533342,120.972153,
RDG-RFD-0224,RFID-050,RFD640,RFID,VERIFIED,2026-05-04 17:00:00,,,
RDG-RFD-0090,RFID-022,RFD238,RFID,FLAGGED,2026-05-04 18:00:00,,,
RDG-RFD-0177,RFID-039,RFD600,RFID,VERIFIED,2026-05-04 18:00:00,,,
RDG-GPS-0086,RFID-011,GPS659,GPS,"14.573202,121.02188",2026-05-04 18:00:00,14.573202,121.02188,
RDG-TMP-0054,RFID-011,TMP313,Temperature,-19.1,2026-05-04 18:00:00,,,-19.1
RDG-GPS-0057,RFID-008,GPS303,GPS,"18.01728,121.772464",2026-05-04 19:00:00,18.01728,121.772464,
RDG-GPS-0396,RFID-050,GPS762,GPS,"14.616303,121.018294",2026-05-04 19:00:00,14.616303,121.018294,
RDG-GPS-0171,RFID-022,GPS269,GPS,"14.574749,120.955141",2026-05-04 19:00:00,14.574749,120.955141,
RDG-RFD-0010,RFID-003,RFD652,RFID,VERIFIED,2026-05-04 19:00:00,,,
RDG-TMP-0174,RFID-039,TMP199,Temperature,-29.3,2026-05-04 19:00:00,,,-29.3
RDG-RFD-0091,RFID-022,RFD830,RFID,VERIFIED,2026-05-04 19:00:00,,,
RDG-GPS-0123,RFID-016,GPS351,GPS,"14.436905,121.005802",2026-05-04 19:00:00,14.436905,121.005802,
RDG-TMP-0204,RFID-045,TMP675,Temperature,-14.8,2026-05-04 19:00:00,,,-14.8
RDG-GPS-0356,RFID-045,GPS645,GPS,"14.546837,121.03539",2026-05-04 19:00:00,14.546837,121.03539,
RDG-GPS-0021,RFID-003,GPS266,GPS,"16.088291,121.333674",2026-05-04 19:00:00,16.088291,121.333674,
RDG-GPS-0310,RFID-039,GPS182,GPS,"14.589513,120.962021",2026-05-04 19:00:00,14.589513,120.962021,
RDG-TMP-0055,RFID-011,TMP115,Temperature,-18.7,2026-05-04 20:00:00,,,-18.7
RDG-RFD-0031,RFID-008,RFD201,RFID,FLAGGED,2026-05-04 20:00:00,,,
RDG-GPS-0177,RFID-023,GPS126,GPS,"14.526753,121.013471",2026-05-04 20:00:00,14.526753,121.013471,
RDG-GPS-0087,RFID-011,GPS599,GPS,"14.607587,121.040295",2026-05-04 20:00:00,14.607587,121.040295,
RDG-TMP-0089,RFID-023,TMP934,Temperature,9.6,2026-05-04 20:00:00,,,9.6
RDG-RFD-0202,RFID-045,RFD237,RFID,VERIFIED,2026-05-04 20:00:00,,,
RDG-RFD-0020,RFID-005,RFD388,RFID,VERIFIED,2026-05-04 21:00:00,,,
RDG-TMP-0205,RFID-045,TMP801,Temperature,-18.0,2026-05-04 21:00:00,,,-18.0
RDG-GPS-0397,RFID-050,GPS671,GPS,"14.600851,120.967498",2026-05-04 21:00:00,14.600851,120.967498,
RDG-GPS-0022,RFID-003,GPS522,GPS,"15.604763,121.281077",2026-05-04 21:00:00,15.604763,121.281077,
RDG-GPS-0357,RFID-045,GPS953,GPS,"14.571896,121.071155",2026-05-04 21:00:00,14.571896,121.071155,
RDG-RFD-0095,RFID-023,RFD817,RFID,VERIFIED,2026-05-04 21:00:00,,,
RDG-TMP-0175,RFID-039,TMP426,Temperature,-28.6,2026-05-04 21:00:00,,,-28.6
RDG-GPS-0124,RFID-016,GPS561,GPS,"14.475359,120.975823",2026-05-04 21:00:00,14.475359,120.975823,
RDG-RFD-0104,RFID-024,RFD175,RFID,VERIFIED,2026-05-04 21:00:00,,,
RDG-RFD-0066,RFID-016,RFD631,RFID,VERIFIED,2026-05-04 21:00:00,,,
RDG-GPS-0058,RFID-008,GPS586,GPS,"17.459821,121.644779",2026-05-04 21:00:00,17.459821,121.644779,
RDG-GPS-0172,RFID-022,GPS944,GPS,"14.544491,121.017904",2026-05-04 21:00:00,14.544491,121.017904,
RDG-GPS-0311,RFID-039,GPS229,GPS,"14.538583,120.962819",2026-05-04 21:00:00,14.538583,120.962819,
RDG-GPS-0113,RFID-015,GPS915,GPS,"14.658426,121.076653",2026-05-04 22:00:00,14.658426,121.076653,
RDG-TMP-0217,RFID-047,TMP560,Temperature,4.0,2026-05-04 22:00:00,,,4.0
RDG-RFD-0046,RFID-011,RFD638,RFID,FLAGGED,2026-05-04 22:00:00,,,
RDG-RFD-0210,RFID-047,RFD197,RFID,VERIFIED,2026-05-04 22:00:00,,,
RDG-GPS-0369,RFID-047,GPS216,GPS,"14.712413,120.997148",2026-05-04 22:00:00,14.712413,120.997148,
RDG-TMP-0056,RFID-011,TMP859,Temperature,-19.2,2026-05-04 22:00:00,,,-19.2
RDG-GPS-0178,RFID-023,GPS956,GPS,"14.479704,121.051034",2026-05-04 22:00:00,14.479704,121.051034,
RDG-TMP-0090,RFID-023,TMP180,Temperature,6.8,2026-05-04 22:00:00,,,6.8
RDG-TMP-0065,RFID-014,TMP676,Temperature,4.5,2026-05-04 22:00:00,,,4.5
RDG-GPS-0088,RFID-011,GPS129,GPS,"14.545842,120.997484",2026-05-04 22:00:00,14.545842,120.997484,
RDG-GPS-0105,RFID-014,GPS720,GPS,"14.575624,120.96989",2026-05-04 22:00:00,14.575624,120.96989,
RDG-GPS-0398,RFID-050,GPS841,GPS,"14.646095,120.9581",2026-05-04 23:00:00,14.646095,120.9581,
RDG-RFD-0178,RFID-039,RFD673,RFID,VERIFIED,2026-05-04 23:00:00,,,
RDG-GPS-0125,RFID-016,GPS724,GPS,"14.431301,121.007214",2026-05-04 23:00:00,14.431301,121.007214,
RDG-TMP-0206,RFID-045,TMP554,Temperature,-17.2,2026-05-04 23:00:00,,,-17.2
RDG-TMP-0176,RFID-039,TMP827,Temperature,-27.9,2026-05-04 23:00:00,,,-27.9
RDG-RFD-0225,RFID-050,RFD677,RFID,FLAGGED,2026-05-04 23:00:00,,,
RDG-GPS-0059,RFID-008,GPS566,GPS,"17.001299,121.607163",2026-05-04 23:00:00,17.001299,121.607163,
RDG-GPS-0358,RFID-045,GPS506,GPS,"14.566091,121.055202",2026-05-04 23:00:00,14.566091,121.055202,
RDG-GPS-0312,RFID-039,GPS661,GPS,"14.541702,121.004608",2026-05-04 23:00:00,14.541702,121.004608,
RDG-RFD-0011,RFID-003,RFD997,RFID,VERIFIED,2026-05-04 23:00:00,,,
RDG-GPS-0023,RFID-003,GPS440,GPS,"15.02105,121.163656",2026-05-04 23:00:00,15.02105,121.163656,
RDG-GPS-0173,RFID-022,GPS227,GPS,"14.495292,120.997661",2026-05-04 23:00:00,14.495292,120.997661,
RDG-RFD-0055,RFID-014,RFD894,RFID,FLAGGED,2026-05-04 23:00:00,,,
RDG-GPS-0179,RFID-023,GPS121,GPS,"14.573895,121.015298",2026-05-05 00:00:00,14.573895,121.015298,
RDG-TMP-0091,RFID-023,TMP678,Temperature,4.4,2026-05-05 00:00:00,,,4.4
RDG-RFD-0203,RFID-045,RFD928,RFID,VERIFIED,2026-05-05 00:00:00,,,
RDG-GPS-0106,RFID-014,GPS217,GPS,"13.511325,121.16395",2026-05-05 00:00:00,13.511325,121.16395,
RDG-TMP-0218,RFID-047,TMP189,Temperature,3.7,2026-05-05 00:00:00,,,3.7
RDG-GPS-0114,RFID-015,GPS455,GPS,"14.669899,121.076006",2026-05-05 00:00:00,14.669899,121.076006,
RDG-TMP-0066,RFID-014,TMP116,Temperature,6.4,2026-05-05 00:00:00,,,6.4
RDG-GPS-0370,RFID-047,GPS894,GPS,"14.735489,120.983005",2026-05-05 00:00:00,14.735489,120.983005,
RDG-GPS-0126,RFID-016,GPS606,GPS,"14.488362,120.987968",2026-05-05 01:00:00,14.488362,120.987968,
RDG-GPS-0041,RFID-006,GPS854,GPS,"14.568686,121.044026",2026-05-05 01:00:00,14.568686,121.044026,
RDG-RFD-0226,RFID-050,RFD660,RFID,FLAGGED,2026-05-05 01:00:00,,,
RDG-RFD-0032,RFID-008,RFD240,RFID,VERIFIED,2026-05-05 01:00:00,,,
RDG-GPS-0399,RFID-050,GPS717,GPS,"14.674285,121.021284",2026-05-05 01:00:00,14.674285,121.021284,
RDG-GPS-0060,RFID-008,GPS299,GPS,"16.476701,121.483448",2026-05-05 01:00:00,16.476701,121.483448,
RDG-GPS-0174,RFID-022,GPS512,GPS,"14.458384,121.009609",2026-05-05 01:00:00,14.458384,121.009609,
RDG-RFD-0067,RFID-016,RFD844,RFID,VERIFIED,2026-05-05 01:00:00,,,
RDG-GPS-0024,RFID-003,GPS785,GPS,"14.608239,121.021171",2026-05-05 01:00:00,14.608239,121.021171,
RDG-RFD-0059,RFID-015,RFD871,RFID,VERIFIED,2026-05-05 01:00:00,,,
RDG-TMP-0207,RFID-045,TMP131,Temperature,-19.7,2026-05-05 01:00:00,,,-19.7
RDG-GPS-0273,RFID-035,GPS734,GPS,"14.402884,121.026148",2026-05-05 01:00:00,14.402884,121.026148,
RDG-TMP-0145,RFID-035,TMP900,Temperature,7.8,2026-05-05 01:00:00,,,7.8
RDG-RFD-0096,RFID-023,RFD620,RFID,VERIFIED,2026-05-05 01:00:00,,,
RDG-TMP-0081,RFID-021,TMP782,Temperature,3.2,2026-05-05 01:00:00,,,3.2
RDG-GPS-0161,RFID-021,GPS740,GPS,"14.318223,121.084574",2026-05-05 01:00:00,14.318223,121.084574,
RDG-RFD-0204,RFID-045,RFD848,RFID,VERIFIED,2026-05-05 01:00:00,,,
RDG-GPS-0359,RFID-045,GPS119,GPS,"14.583219,121.022673",2026-05-05 01:00:00,14.583219,121.022673,
RDG-RFD-0156,RFID-035,RFD731,RFID,VERIFIED,2026-05-05 02:00:00,,,
RDG-GPS-0180,RFID-023,GPS375,GPS,"14.605072,121.025557",2026-05-05 02:00:00,14.605072,121.025557,
RDG-TMP-0092,RFID-023,TMP407,Temperature,6.2,2026-05-05 02:00:00,,,6.2
RDG-TMP-0219,RFID-047,TMP894,Temperature,4.0,2026-05-05 02:00:00,,,4.0
RDG-TMP-0067,RFID-014,TMP693,Temperature,7.6,2026-05-05 02:00:00,,,7.6
RDG-GPS-0115,RFID-015,GPS170,GPS,"14.606303,121.065538",2026-05-05 02:00:00,14.606303,121.065538,
RDG-GPS-0371,RFID-047,GPS938,GPS,"14.704195,121.053866",2026-05-05 02:00:00,14.704195,121.053866,
RDG-RFD-0092,RFID-022,RFD929,RFID,VERIFIED,2026-05-05 02:00:00,,,
RDG-GPS-0107,RFID-014,GPS418,GPS,"12.428979,121.261691",2026-05-05 02:00:00,12.428979,121.261691,
RDG-TMP-0082,RFID-021,TMP775,Temperature,3.8,2026-05-05 03:00:00,,,3.8
RDG-RFD-0085,RFID-021,RFD216,RFID,FLAGGED,2026-05-05 03:00:00,,,
RDG-TMP-0146,RFID-035,TMP936,Temperature,4.3,2026-05-05 03:00:00,,,4.3
RDG-RFD-0060,RFID-015,RFD982,RFID,VERIFIED,2026-05-05 03:00:00,,,
RDG-RFD-0211,RFID-047,RFD588,RFID,VERIFIED,2026-05-05 03:00:00,,,
RDG-TMP-0208,RFID-045,TMP133,Temperature,-19.1,2026-05-05 03:00:00,,,-19.1
RDG-RFD-0033,RFID-008,RFD949,RFID,VERIFIED,2026-05-05 03:00:00,,,
RDG-GPS-0400,RFID-050,GPS696,GPS,"14.687328,120.953336",2026-05-05 03:00:00,14.687328,120.953336,
RDG-GPS-0175,RFID-022,GPS605,GPS,"14.478925,121.039647",2026-05-05 03:00:00,14.478925,121.039647,
RDG-GPS-0042,RFID-006,GPS171,GPS,"14.569049,120.990179",2026-05-05 03:00:00,14.569049,120.990179,
RDG-GPS-0162,RFID-021,GPS260,GPS,"14.371274,121.077443",2026-05-05 03:00:00,14.371274,121.077443,
RDG-GPS-0360,RFID-045,GPS420,GPS,"14.540775,121.024886",2026-05-05 03:00:00,14.540775,121.024886,
RDG-GPS-0061,RFID-008,GPS509,GPS,"16.002177,121.349026",2026-05-05 03:00:00,16.002177,121.349026,
RDG-GPS-0274,RFID-035,GPS724,GPS,"14.427023,121.038141",2026-05-05 03:00:00,14.427023,121.038141,
RDG-GPS-0127,RFID-016,GPS317,GPS,"14.521267,120.966098",2026-05-05 03:00:00,14.521267,120.966098,
RDG-TMP-0220,RFID-047,TMP855,Temperature,2.4,2026-05-05 04:00:00,,,2.4
RDG-GPS-0372,RFID-047,GPS205,GPS,"14.72063,121.013412",2026-05-05 04:00:00,14.72063,121.013412,
RDG-TMP-0068,RFID-014,TMP300,Temperature,3.8,2026-05-05 04:00:00,,,3.8
RDG-GPS-0116,RFID-015,GPS969,GPS,"14.585139,121.035152",2026-05-05 04:00:00,14.585139,121.035152,
RDG-GPS-0181,RFID-023,GPS279,GPS,"14.58001,121.036382",2026-05-05 04:00:00,14.58001,121.036382,
RDG-GPS-0108,RFID-014,GPS419,GPS,"11.26261,121.404039",2026-05-05 04:00:00,11.26261,121.404039,
RDG-RFD-0021,RFID-006,RFD936,RFID,VERIFIED,2026-05-05 04:00:00,,,
RDG-TMP-0093,RFID-023,TMP769,Temperature,7.1,2026-05-05 04:00:00,,,7.1
RDG-GPS-0176,RFID-022,GPS542,GPS,"14.401576,121.059804",2026-05-05 05:00:00,14.401576,121.059804,
RDG-GPS-0225,RFID-029,GPS809,GPS,"14.62692,120.995856",2026-05-05 05:00:00,14.62692,120.995856,
RDG-TMP-0083,RFID-021,TMP664,Temperature,2.0,2026-05-05 05:00:00,,,2.0
RDG-GPS-0163,RFID-021,GPS260,GPS,"14.416029,121.069699",2026-05-05 05:00:00,14.416029,121.069699,
RDG-GPS-0062,RFID-008,GPS105,GPS,"15.449827,121.266392",2026-05-05 05:00:00,15.449827,121.266392,
RDG-RFD-0093,RFID-022,RFD826,RFID,VERIFIED,2026-05-05 05:00:00,,,
RDG-TMP-0147,RFID-035,TMP677,Temperature,4.2,2026-05-05 05:00:00,,,4.2
RDG-RFD-0097,RFID-023,RFD305,RFID,FLAGGED,2026-05-05 05:00:00,,,
RDG-GPS-0275,RFID-035,GPS943,GPS,"14.363937,120.991322",2026-05-05 05:00:00,14.363937,120.991322,
RDG-RFD-0086,RFID-021,RFD611,RFID,VERIFIED,2026-05-05 05:00:00,,,
RDG-RFD-0056,RFID-014,RFD306,RFID,FLAGGED,2026-05-05 05:00:00,,,
RDG-GPS-0128,RFID-016,GPS386,GPS,"14.486282,120.967335",2026-05-05 05:00:00,14.486282,120.967335,
RDG-GPS-0043,RFID-006,GPS738,GPS,"14.598859,121.049591",2026-05-05 05:00:00,14.598859,121.049591,
RDG-GPS-0117,RFID-015,GPS543,GPS,"14.558063,121.051692",2026-05-05 06:00:00,14.558063,121.051692,
RDG-GPS-0373,RFID-047,GPS716,GPS,"14.657559,121.035884",2026-05-05 06:00:00,14.657559,121.035884,
RDG-RFD-0061,RFID-015,RFD439,RFID,VERIFIED,2026-05-05 06:00:00,,,
RDG-TMP-0221,RFID-047,TMP827,Temperature,2.7,2026-05-05 06:00:00,,,2.7
RDG-RFD-0068,RFID-016,RFD716,RFID,FLAGGED,2026-05-05 06:00:00,,,
RDG-GPS-0182,RFID-023,GPS384,GPS,"14.586707,121.026965",2026-05-05 06:00:00,14.586707,121.026965,
RDG-TMP-0094,RFID-023,TMP132,Temperature,5.9,2026-05-05 06:00:00,,,5.9
RDG-GPS-0109,RFID-014,GPS484,GPS,"10.20998,121.648431",2026-05-05 06:00:00,10.20998,121.648431,
RDG-RFD-0022,RFID-006,RFD241,RFID,VERIFIED,2026-05-05 06:00:00,,,
RDG-RFD-0057,RFID-014,RFD142,RFID,VERIFIED,2026-05-05 06:00:00,,,
RDG-TMP-0069,RFID-014,TMP953,Temperature,4.3,2026-05-05 06:00:00,,,4.3
RDG-RFD-0157,RFID-035,RFD619,RFID,VERIFIED,2026-05-05 07:00:00,,,
RDG-GPS-0226,RFID-029,GPS436,GPS,"14.572605,120.970703",2026-05-05 07:00:00,14.572605,120.970703,
RDG-TMP-0084,RFID-021,TMP839,Temperature,2.0,2026-05-05 07:00:00,,,2.0
RDG-TMP-0148,RFID-035,TMP284,Temperature,11.0,2026-05-05 07:00:00,,,11.0
RDG-GPS-0044,RFID-006,GPS837,GPS,"14.537349,121.046073",2026-05-05 07:00:00,14.537349,121.046073,
RDG-RFD-0123,RFID-029,RFD409,RFID,VERIFIED,2026-05-05 07:00:00,,,
RDG-GPS-0313,RFID-040,GPS711,GPS,"14.625215,121.01809",2026-05-05 07:00:00,14.625215,121.01809,
RDG-GPS-0276,RFID-035,GPS764,GPS,"14.391427,121.058108",2026-05-05 07:00:00,14.391427,121.058108,
RDG-GPS-0063,RFID-008,GPS209,GPS,"15.00978,121.176987",2026-05-05 07:00:00,15.00978,121.176987,
RDG-RFD-0094,RFID-022,RFD397,RFID,VERIFIED,2026-05-05 07:00:00,,,
RDG-GPS-0164,RFID-021,GPS708,GPS,"14.434182,121.06265",2026-05-05 07:00:00,14.434182,121.06265,
RDG-GPS-0374,RFID-047,GPS177,GPS,"14.64503,121.109587",2026-05-05 08:00:00,14.64503,121.109587,
RDG-RFD-0212,RFID-047,RFD106,RFID,VERIFIED,2026-05-05 08:00:00,,,
RDG-RFD-0205,RFID-045,RFD835,RFID,VERIFIED,2026-05-05 08:00:00,,,
RDG-GPS-0183,RFID-023,GPS750,GPS,"14.575077,121.02209",2026-05-05 08:00:00,14.575077,121.02209,
RDG-GPS-0118,RFID-015,GPS948,GPS,"14.59365,121.067873",2026-05-05 08:00:00,14.59365,121.067873,
RDG-GPS-0110,RFID-014,GPS177,GPS,"9.092665,121.785287",2026-05-05 08:00:00,9.092665,121.785287,
RDG-TMP-0222,RFID-047,TMP730,Temperature,2.9,2026-05-05 08:00:00,,,2.9
RDG-TMP-0095,RFID-023,TMP665,Temperature,9.1,2026-05-05 08:00:00,,,9.1
RDG-TMP-0070,RFID-014,TMP801,Temperature,5.3,2026-05-05 08:00:00,,,5.3
RDG-RFD-0069,RFID-016,RFD428,RFID,VERIFIED,2026-05-05 08:00:00,,,
RDG-GPS-0165,RFID-021,GPS395,GPS,"14.522777,121.023964",2026-05-05 09:00:00,14.522777,121.023964,
RDG-GPS-0045,RFID-006,GPS782,GPS,"14.597948,121.015741",2026-05-05 09:00:00,14.597948,121.015741,
RDG-TMP-0085,RFID-021,TMP117,Temperature,4.0,2026-05-05 09:00:00,,,4.0
RDG-TMP-0149,RFID-035,TMP844,Temperature,5.3,2026-05-05 09:00:00,,,5.3
RDG-RFD-0098,RFID-023,RFD605,RFID,FLAGGED,2026-05-05 09:00:00,,,
RDG-GPS-0314,RFID-040,GPS719,GPS,"14.605884,121.017829",2026-05-05 09:00:00,14.605884,121.017829,
RDG-GPS-0227,RFID-029,GPS489,GPS,"14.620948,121.049277",2026-05-05 09:00:00,14.620948,121.049277,
RDG-RFD-0179,RFID-040,RFD792,RFID,FLAGGED,2026-05-05 09:00:00,,,
RDG-GPS-0064,RFID-008,GPS923,GPS,"14.493442,121.002984",2026-05-05 09:00:00,14.493442,121.002984,
RDG-GPS-0277,RFID-035,GPS138,GPS,"14.38903,121.004978",2026-05-05 09:00:00,14.38903,121.004978,
RDG-TMP-0096,RFID-023,TMP819,Temperature,5.8,2026-05-05 10:00:00,,,5.8
RDG-GPS-0111,RFID-014,GPS348,GPS,"8.01281,121.953",2026-05-05 10:00:00,8.01281,121.953,
RDG-GPS-0375,RFID-047,GPS605,GPS,"14.634286,121.128471",2026-05-05 10:00:00,14.634286,121.128471,
RDG-GPS-0119,RFID-015,GPS280,GPS,"14.52506,121.021256",2026-05-05 10:00:00,14.52506,121.021256,
RDG-GPS-0257,RFID-033,GPS140,GPS,"14.611116,121.092746",2026-05-05 10:00:00,14.611116,121.092746,
RDG-TMP-0223,RFID-047,TMP311,Temperature,4.6,2026-05-05 10:00:00,,,4.6
RDG-GPS-0184,RFID-023,GPS581,GPS,"14.655624,121.062206",2026-05-05 10:00:00,14.655624,121.062206,
